"Categoria","Palabra","web",
Infraestructura,casa de mujeres/casas de mujeres [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#casa de mujeres/casas de mujeres,
Infraestructura,casa/casas [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#casa/casas,
Infraestructura,casa/casas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#casa/casas,
Infraestructura,casa/casas [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#infraestructura,
Infraestructura,casas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#casas,
Infraestructura,casas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#casas,
Infraestructura,casas de sol [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#casas de sol,
Infraestructura,chacaras [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#chacaras,
Infraestructura,ciudad/ciudades [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ciudad/ciudades,
Infraestructura,ciudad/ciudades [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ciudad/ciudades,
Infraestructura,Coricancha/Curicanche/Curicancha [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coricancha/curicanche/curicancha,
Infraestructura,Cuzco [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzco,
Infraestructura,edificio [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#edificio,
Infraestructura,edificios [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#edificios,
Infraestructura,fortalecilla [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#fortalecilla,
Infraestructura,fortaleza [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#infraestructura,
Infraestructura,Guachaca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachaca,
Infraestructura,Guariguaca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guariguaca,
Infraestructura,marca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#marca,
Infraestructura,marca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#marca,
Infraestructura,mezquita [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#mezquita,
Infraestructura,mezquita [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#mezquita,
Infraestructura,mezquita [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#infraestructura,
Infraestructura,Omapacha [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#omapacha,
Infraestructura,Pachacama/Pachacamac [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac,
Infraestructura,provincia/provincias [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#provincia/provincias,
Infraestructura,pueblo/pueblos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#pueblo/pueblos,
Infraestructura,puente/puentes [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#puente/puentes,
Infraestructura,puentes [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#puentes,
Infraestructura,real [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#infraestructura,
Infraestructura,reino [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#reino,
Infraestructura,reino/reinos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#reino/reinos,
Infraestructura,repartimiento/repartimientos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#repartimiento/repartimientos,
Infraestructura,repartimiento/repartimientos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#repartimiento/repartimientos,
Infraestructura,señorío/señoríos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#señorío/señoríos,
Infraestructura,Tambo [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tambo,
Infraestructura,tambo [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambo,
Infraestructura,tambo' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#tambo',
Infraestructura,tambo' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#tambo',
Infraestructura,Tambocancha [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambocancha,
Institución,antiguos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#antiguos,
Institución,Añana [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#añana,
Institución,Atabaliba [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#atabaliba,
Institución,Atagualpa [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#atagualpa,
Institución,Atahualpa Inga [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#atahualpa inga,
Institución,Auquiszapari [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#auquiszapari,
Institución,ayllo/ayllos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ayllo/ayllos,
Institución,ayllo/ayllos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ayllo/ayllos,
Institución,cacicazgo/cacicazgos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cacicazgo/cacicazgos,
Institución,cacique principal [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cacique principal,
Institución,cacique/caciques [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cacique/caciques,
Institución,cacique/caciques [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cacique/caciques,
Institución,cacique/caciques [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#cacique/caciques,
Institución,cacique/caciques [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#cacique/caciques,
Institución,cacique/caciques [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cacique/caciques,
Institución,cacique/caciques [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cacique/caciques,
Institución,Capac Yupanqui [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#capac yupanqui,
Institución,capitan/capitanes [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#capitan/capitanes,
Institución,casa de mujeres/casas de mujeres [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#casa de mujeres/casas de mujeres,
Institución,casas de sol [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#casas de sol,
Institución,ciudad/ciudades [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ciudad/ciudades,
Institución,curaca/curacas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#curaca/curacas,
Institución,curaca/curacas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#curaca/curacas,
Institución,curacas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#curacas,
Institución,curacas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curacas,
Institución,Cusco viejo/Cuzco viejo [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#cusco viejo/cuzco viejo,
Institución,Cusi Amaro [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cusi amaro,
Institución,gobernadores [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#gobernadores,
Institución,guaca/guacas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaca/guacas,
Institución,guacamayos [sic: guaca camayos] [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacamayos [sic: guaca camayos],
Institución,Guacas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guacas,
Institución,Guaman Inga [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaman inga,
Institución,Hanan [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanan,
Institución,Hanansaya [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanansaya,
Institución,hurin [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurin,
Institución,hurinsaya [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinsaya,
Institución,Inca/Inga/Incas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#inca/inga/incas,
Institución,Indias [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indias,
Institución,indios tributarios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indios tributarios,
Institución,Inga/Ingas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#inga/ingas,
Institución,Inga/Ingas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#inga/ingas,
Institución,ingas/ynga/yngas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ingas/ynga/yngas,
Institución,lenguas' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#lenguas',
Institución,Lurinrucana/Lurin Lucana [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#lurinrucana/lurin lucana,
Institución,Mango Inga [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#mango inga,
Institución,Mango Ynga [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mango ynga,
Institución,marca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#marca,
Institución,mitimaes [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mitimaes,
Institución,mitimas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mitimas,
Institución,Nina Amaro [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina amaro,
Institución,pacarisca/pacariscas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pacarisca/pacariscas,
Institución,Pachacama/Pachacamac' [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac',
Institución,paco/pacos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#paco/pacos,
Institución,parcialidad/parcialidades [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#parcialidad/parcialidades,
Institución,parcialidad/parcialidades [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#parcialidad/parcialidades,
Institución,Patan Cochache [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan cochache,
Institución,Patan Llocllachin [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan llocllachin,
Institución,principal/principales [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#principal/principales,
Institución,principal/principales [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#principal/principales,
Institución,principales [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#principales,
Institución,principales [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#principales,
Institución,provincia/provincias [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#provincia/provincias,
Institución,provincia/provincias [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#provincia/provincias,
Institución,pueblo/pueblos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#pueblo/pueblos,
Institución,reino/reinos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#reino/reinos,
Institución,repartimiento/repartimientos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#repartimiento/repartimientos,
Institución,repartimiento/repartimientos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#repartimiento/repartimientos,
Institución,señor principal [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#señor principal,
Institución,señor/señores [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#señor/señores,
Institución,señor/señores [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#señor/señores,
Institución,señorío/señoríos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#señorío/señoríos,
Institución,señorío/señoríos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#señorío/señoríos,
Institución,tambo' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#tambo',
Institución,Tito Cuxi Yupanqui  [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tito cuxi yupanqui ,
Institución,tocricoc [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tocricoc,
Institución,Topa Amaro/Tupa Amaro [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa amaro/tupa amaro,
Institución,Topa Inga/Topa Inga Yupangui/Tupa Inca Yupangui [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#topa inga/topa inga yupangui/tupa inca yupangui,
Institución,Topa Ynga Yupangui/Tupa Ynga Yupangui [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa ynga yupangui/tupa ynga yupangui,
Institución,Tupa Cusi  Gualpa [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#tupa cusi  gualpa,
Institución,Tupa Cusi Gualpa [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#tupa cusi gualpa,
Institución,Uiracocha Ynga [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiracocha ynga,
Khipu,memoria [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#memoria,
Khipu,nudos [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#nudos,
Khipu,quipos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quipos,
Khipu,quipos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#quipos,
Lengua,guanca [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanca,
Lengua,hauasimi [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#hauasimi,
Lengua,lengua/lenguas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#lengua/lenguas,
Lengua,lengua/lenguas' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#lengua/lenguas',
Lengua,quíchua [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quíchua,
Manifestación cultural,acollico/acollicos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos,
Manifestación cultural,adoratorio/adoratorios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#adoratorio/adoratorios,
Manifestación cultural,adoratorios [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios,
Manifestación cultural,apachita [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apachita,
Manifestación cultural,auqui/auquis [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis,
Manifestación cultural,auquilla [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#auquilla,
Manifestación cultural,ayllar [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayllar,
Manifestación cultural,ayra [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayra,
Manifestación cultural,cacchaui [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacchaui,
Manifestación cultural,cachauis [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachauis,
Manifestación cultural,cachua [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachua,
Manifestación cultural,camachico [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camachico,
Manifestación cultural,çanco [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#çanco,
Manifestación cultural,carneros/carnerillos/corderos' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carneros/carnerillos/corderos',
Manifestación cultural,Ceques [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ceques,
Manifestación cultural,chuiqui [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#chuiqui,
Manifestación cultural,chupi' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#chupi',
Manifestación cultural,cuies [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#cuies,
Manifestación cultural,curaca/curacas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#curaca/curacas,
Manifestación cultural,guacanqui [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacanqui,
Manifestación cultural,guacas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guacas,
Manifestación cultural,guaraca/guaracas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guaraca/guaracas,
Manifestación cultural,hauasimi [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#hauasimi,
Manifestación cultural,indio ladino [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indio ladino,
Manifestación cultural,lengua general/lenguas generales [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lengua general/lenguas generales,
Manifestación cultural,lengua/lenguas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lengua/lenguas,
Manifestación cultural,lengua/lenguas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#lengua/lenguas,
Manifestación cultural,lengua/lenguas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#lengua/lenguas,
Manifestación cultural,magno [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#magno,
Manifestación cultural,memoria [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#memoria,
Manifestación cultural,molle/molles'' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#molle/molles'',
Manifestación cultural,quiquchicuy [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quiquchicuy,
Manifestación cultural,rinri utcu [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rinri utcu,
Manifestación cultural,rutuchicos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutuchicos,
Manifestación cultural,taqui ongo [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui ongo,
Manifestación cultural,taqui/taquis/taquies [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui/taquis/taquies,
Manifestación cultural,topo/topos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#topo/topos,
Manifestación cultural,yllas llamas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllas llamas,
Medicina,ancocho [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ancocho,
Medicina,carache [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carache,
Medicina,carhuancho [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carhuancho,
Medicina,chilca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#chilca,
Medicina,molle/molles' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#molle/molles',
Medicina,pomachoc [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#pomachoc,
Medicina,uilca/uilcas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca/uilcas,
Medicina,vilca [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vilca,
Medicina,zaire [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#zaire,
Minería,Antacocha' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#antacocha',
Minería,Guancavelica [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guancavelica,
Minería,Guarnacabo [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guarnacabo,
Mobiliario,duho [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#duho,
Mobiliario,Hamacas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hamacas,
Ofrenda,mollo/mollos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mollo/mollos,
Ofrenda,yllapa' [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa',
Organización territorial,Acchu [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acchu,
Organización territorial,Achi [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#achi,
Organización territorial,Ácos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ácos,
Organización territorial,Airamba [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#airamba,
Organización territorial,Ala [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ala,
Organización territorial,Alca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#alca,
Organización territorial,Amarayuilca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amarayuilca,
Organización territorial,Amayabamba [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amayabamba,
Organización territorial,Andabailla [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#andabailla,
Organización territorial,Andaguailas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andaguailas,
Organización territorial,Andamayo [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andamayo,
Organización territorial,Andes [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes,
Organización territorial,Andesuyo [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andesuyo,
Organización territorial,Anuñoc/Anucñoc [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñoc/anucñoc,
Organización territorial,Anuñuc [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñuc,
Organización territorial,Arequipa [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#arequipa,
Organización territorial,Ayas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayas,
Organización territorial,ayllo/ayllos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayllo/ayllos,
Organización territorial,ayllo/ayllos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ayllo/ayllos,
Organización territorial,ayllo/ayllos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ayllo/ayllos,
Organización territorial,Biena [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#biena,
Organización territorial,Bilcas [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#bilcas,
Organización territorial,Bilcas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#bilcas,
Organización territorial,Bombon [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#bombon,
Organización territorial,Cacamarca [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cacamarca,
Organización territorial,cacicazgo/cacicazgos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cacicazgo/cacicazgos,
Organización territorial,cacicazgos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacicazgos,
Organización territorial,Calca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calca,
Organización territorial,Callao [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#callao,
Organización territorial,camino/caminos [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#camino/caminos,
Organización territorial,Campichez guaranga [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#campichez guaranga,
Organización territorial,Canco [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#canco,
Organización territorial,Candasuyo [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#candasuyo,
Organización territorial,Caruac [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruac,
Organización territorial,Cauansibe [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibe,
Organización territorial,Cauansibi [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibi,
Organización territorial,Caxamalca [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caxamalca,
Organización territorial,Caxamalca [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#caxamalca,
